PMCID,ORIGINAL SENTENCE,NER ANNOTATION,IAO SECTION
PMC6213512_v1,The study was registered in the German Clinical Trials Register (DRKS-ID: DRKS00011007) on 24 August 2016.,"[{""entity_group"": ""methodology"", ""word"": ""clinical trials"", ""start"": 39, ""end"": 54, ""score"": 0.9998346567153931}]",IAO:0000633 materials section; IAO:0000317 methods section
PMC6213512_v1,Written informed consent for inclusion was obtained from all subjects before enrollment.,"[{""entity_group"": ""methodology"", ""word"": ""written informed consent"", ""start"": 0, ""end"": 24, ""score"": 0.9958978295326233}]",IAO:0000633 materials section; IAO:0000317 methods section
PMC6213512_v1,"Participants were consecutively recruited (August 2016–January 2017) and allocated to groups A and B (ratio 1:1) by permuted block randomization (block size of 4, sequence generated by drawing lots by an uninvolved person).","[{""entity_group"": ""methodology"", ""word"": ""block randomization"", ""start"": 125, ""end"": 144, ""score"": 0.9996182918548584}]",IAO:0000633 materials section; IAO:0000317 methods section
PMC6213512_v1,The document revealing the allocation of A- and B-capsules to cocoa and placebo treatment was sealed in an envelope which was opened after statistical analysis had been finished.,"[{""entity_group"": ""methodology"", ""word"": ""placebo"", ""start"": 72, ""end"": 79, ""score"": 0.9998106956481934}]",IAO:0000633 materials section; IAO:0000317 methods section
PMC6213512_v1,"Exclusion criteria comprised treatment with insulin, any changes in chronic medication in the previous three months, history of cardiovascular events, malabsorption disorders, smoking, pregnancy or lactation, present/former alcohol or drug abuse, supplementation of vitamins/antioxidants, and daily consumption of excessive amounts of other flavanol-rich foods (> one glass of red wine, one cup of green/black tea or 100 g chocolate).","[{""entity_group"": ""methodology"", ""word"": ""exclusion criteria"", ""start"": 0, ""end"": 18, ""score"": 0.9998600482940674}]",IAO:0000633 materials section; IAO:0000317 methods section
PMC6213512_v1,"BP was determined with a full-automatic BP monitor (OMRON Healthcare Europe, Mannheim, Germany) by a single trained investigator according to the ESH/ESC guidelines [15].","[{""entity_group"": ""methodology"", ""word"": ""guidelines"", ""start"": 154, ""end"": 164, ""score"": 0.9994797110557556}]",IAO:0000633 materials section; IAO:0000317 methods section
PMC6213512_v1,"FM was examined by bioelectric impedance analysis corresponding to the European Society for Clinical Nutrition and Metabolism (ESPEN) guidelines [19] Resistance and reactance were determined with BIA 2000-1 (Data Input, Pöcking, Germany) as described by Kirch et al.","[{""entity_group"": ""methodology"", ""word"": ""guidelines"", ""start"": 134, ""end"": 144, ""score"": 0.9998365640640259}]",IAO:0000633 materials section; IAO:0000317 methods section
PMC6213512_v1,"According to a former meta-regression analysis of our group, a mean decrease of 4.3 mm Hg was expected after daily ingestion of 40 mg epicatechin with 2.5 g cocoa compared to placebo.","[{""entity_group"": ""methodology"", ""word"": ""placebo"", ""start"": 175, ""end"": 182, ""score"": 0.9997268915176392}]",IAO:0000633 materials section; IAO:0000317 methods section
PMC6213512_v1,The latter was calculated by weighing the variances of four studies which account for 81% of total weight in meta-analysis [25].,"[{""entity_group"": ""methodology"", ""word"": ""meta - analysis"", ""start"": 109, ""end"": 122, ""score"": 0.9997849464416504}]",IAO:0000633 materials section; IAO:0000317 methods section
PMC6213512_v1,The median compliance with capsules intake (%) was 99.0 (97.6; 100.0) in the cocoa group and 100.0 (98.0; 100.0) in the placebo group.,"[{""entity_group"": ""methodology"", ""word"": ""placebo group"", ""start"": 120, ""end"": 133, ""score"": 0.9994025230407715}]",IAO:0000318 results section
PMC6213512_v1,"To the best of our knowledge, this was the first RCT which investigated the cardiometabolic effects of a usual serving size (2.5 g/day, corresponding to one tablespoon) of a flavanol-rich, unsweetened and strongly defatted cocoa for 12 weeks in hypertensive patients with T2D and stable adjustment for BP, glucose and lipid metabolism.","[{""entity_group"": ""methodology"", ""word"": ""rct"", ""start"": 49, ""end"": 52, ""score"": 0.8592334985733032}]",IAO:0000319 discussion section
PMC6213512_v1,"In RCTs without changes in SBP and DBP, the epicatechin intake by cocoa was in a similar range (46 mg [7], 17 mg [6]) as in our study (Table 1).","[{""entity_group"": ""methodology"", ""word"": ""r"", ""start"": 3, ""end"": 4, ""score"": 0.9995864033699036}]",IAO:0000319 discussion section
PMC6213512_v1,"[9] were not double-blinded, in contrast to our study and those of Mellor et al.","[{""entity_group"": ""methodology"", ""word"": ""double - blinded"", ""start"": 13, ""end"": 27, ""score"": 0.9986514449119568}]",IAO:0000319 discussion section
PMC6213512_v1,"Thus, an impact on BP due to different expectations of the participants with regard to treatment [29] can be ruled out in our study due to placebo-controlled study design.","[{""entity_group"": ""methodology"", ""word"": ""placebo - controlled study design"", ""start"": 139, ""end"": 170, ""score"": 0.9955556988716125}]",IAO:0000319 discussion section
PMC6213512_v1,"In contrast to our study, two RCTs found an improvement in single parameters of glucose metabolism after regular cocoa consumption [5,9].","[{""entity_group"": ""methodology"", ""word"": ""r"", ""start"": 30, ""end"": 31, ""score"": 0.9994394183158875}]",IAO:0000319 discussion section
PMC6213512_v1,We did not find any changes in serum lipids after cocoa consumption as observed in other RCTs.,"[{""entity_group"": ""methodology"", ""word"": ""r"", ""start"": 89, ""end"": 90, ""score"": 0.9981083869934082}]",IAO:0000319 discussion section
PMC6213512_v1,"Results in HDL-C were different between the studies [4,5,6,7,8,9], but HDL-C is affected by lifestyle (e.g., physical exercise, changes in weight, and diet [30]) which was not sufficiently controlled in most RCTs.","[{""entity_group"": ""methodology"", ""word"": ""rcts"", ""start"": 208, ""end"": 212, ""score"": 0.9684028625488281}]",IAO:0000319 discussion section
PMC6213512_v1,"Strengths of our RCT are the double-blinded, placebo-controlled design and the excellent compliance with treatment, probably due to encapsulation of cocoa.","[{""entity_group"": ""methodology"", ""word"": ""r"", ""start"": 17, ""end"": 18, ""score"": 0.9987748265266418}, {""entity_group"": ""methodology"", ""word"": ""double - blinded"", ""start"": 29, ""end"": 43, ""score"": 0.9987053871154785}, {""entity_group"": ""methodology"", ""word"": ""placebo - controlled"", ""start"": 45, ""end"": 63, ""score"": 0.9794901013374329}]",IAO:0000319 discussion section
PMC6213792_v1,"Moreover, the contents of serum TG, TC, HDL-c, and LDL-c in each experimental group were recorded.","[{""entity_group"": ""methodology"", ""word"": ""experimental group"", ""start"": 65, ""end"": 83, ""score"": 0.9992379546165466}]",IAO:0000318 results section
PMC6213792_v1,"Meanwhile, HDL-c levels were decreased, which showed that the fatty liver rat model has been successfully established.","[{""entity_group"": ""methodology"", ""word"": ""model"", ""start"": 78, ""end"": 83, ""score"": 0.8913882374763489}]",IAO:0000318 results section
PMC6213792_v1,"As shown in Table 2, the concentrations of AST and ALT in the HFD group were significantly increased, indicating the rat model was a state of liver dysfunction.","[{""entity_group"": ""methodology"", ""word"": ""rat model"", ""start"": 117, ""end"": 126, ""score"": 0.9985589981079102}]",IAO:0000318 results section
PMC6213792_v1,Epidemiological studies have shown that LDL-c and TG are thought to be associated with cardiovascular disease and play major roles in the development of treatment strategies.,"[{""entity_group"": ""methodology"", ""word"": ""epidemiological studies"", ""start"": 0, ""end"": 23, ""score"": 0.9580991864204407}]",IAO:0000319 discussion section
PMC6213792_v1,"For gavage, the desired amount of the extract was weighed and for further study.","[{""entity_group"": ""methodology"", ""word"": ""gavage"", ""start"": 4, ""end"": 10, ""score"": 0.9877431988716125}]",IAO:0000633 materials section; IAO:0000317 methods section
PMC6213792_v1,All animal experiments were in line with the Guiding Principles of the Animal Management and Use Committee of Fuzhou General Hospital (IACUC approval no.,"[{""entity_group"": ""methodology"", ""word"": ""animal experiments"", ""start"": 4, ""end"": 22, ""score"": 0.9998993277549744}]",IAO:0000633 materials section; IAO:0000317 methods section
PMC6213792_v1,"NFD and HFD groups were fed a basal diet and HFD with 2 mL 0.9% saline orally, respectively, while the SPL95 group was fed a HFD with 2 mL SPL95 extract (150 mg/kg·day) orally through gavage at the same time in the morning.","[{""entity_group"": ""methodology"", ""word"": ""gavage"", ""start"": 184, ""end"": 190, ""score"": 0.9983408451080322}]",IAO:0000633 materials section; IAO:0000317 methods section
PMC6266045_v1,Short-Term Effects of Healthy Eating Pattern Cycling on Cardiovascular Disease Risk Factors: Pooled Results from Two Randomized Controlled Trials,"[{""entity_group"": ""methodology"", ""word"": ""randomized controlled trials"", ""start"": 117, ""end"": 145, ""score"": 0.9845755100250244}]",IAO:0000305 document title
PMC6266045_v1,"Data were retrospectively pooled for secondary analyses from two randomized, crossover, controlled feeding trials (n = 60, 52 ± 2 years, 30.6 ± 0.6 kg/m2) which included two 5–6 week HEP interventions (Dietary Approaches to Stop Hypertension-style or Mediterranean-style) separated by a four-week unrestricted eating period.","[{""entity_group"": ""methodology"", ""word"": ""controlled feeding"", ""start"": 88, ""end"": 106, ""score"": 0.963590145111084}]",IAO:0000315 textual abstract section
PMC6266045_v1,"The crossover experimental design allows for novel investigation of chronological effects of HEP cycling, rather than randomized treatment effects of red meat consumption, on CVD disease risk factors.","[{""entity_group"": ""methodology"", ""word"": ""experimental design"", ""start"": 14, ""end"": 33, ""score"": 0.9916259050369263}]",IAO:0000633 materials section; IAO:0000317 methods section
PMC6266045_v1,"In the DASH Study [20], 19 participants were randomly assigned to consume a DASH Pattern with 55% of total protein as pork tenderloin or lean chicken/fish for six weeks.","[{""entity_group"": ""methodology"", ""word"": ""randomly assigned"", ""start"": 45, ""end"": 62, ""score"": 0.9999087452888489}]",IAO:0000633 materials section; IAO:0000317 methods section
PMC6266045_v1,Participants then consumed their unrestricted self-selected eating pattern during a four-week washout period and consumed the alternative DASH Pattern for another six weeks.,"[{""entity_group"": ""methodology"", ""word"": ""washout period"", ""start"": 94, ""end"": 108, ""score"": 0.9996929168701172}]",IAO:0000633 materials section; IAO:0000317 methods section
PMC6266045_v1,"In the MED Study [21], 41 participants were randomly assigned to consume a MED Pattern with either 200 g or 500 g of beef/pork tenderloin for five weeks, consumed their unrestricted self-selected eating pattern for four weeks, and then consumed the alternative MED Pattern for another five weeks.","[{""entity_group"": ""methodology"", ""word"": ""randomly assigned"", ""start"": 44, ""end"": 61, ""score"": 0.9999266266822815}]",IAO:0000633 materials section; IAO:0000317 methods section
PMC6266045_v1,Participants provided written informed consent and received a monetary stipend for participation.,"[{""entity_group"": ""methodology"", ""word"": ""written informed consent"", ""start"": 22, ""end"": 46, ""score"": 0.9997158050537109}]",IAO:0000633 materials section; IAO:0000317 methods section
PMC6266045_v1,A physician reviewed all participants’ screening measurements to ensure that they met the inclusion criteria for each study and approved them for participation.,"[{""entity_group"": ""methodology"", ""word"": ""inclusion criteria"", ""start"": 90, ""end"": 108, ""score"": 0.9999140501022339}]",IAO:0000633 materials section; IAO:0000317 methods section
PMC6266045_v1,"The Dixon DASH index [23] is a sex-specific scoring system, based on the 2005 Dietary Guidelines for Americans’ DASH Eating Plan [25], that allocates one point for meeting the following nine requirements: (1) fruit including fruit juice; ≥4 servings/day for men and women, (2) vegetables, including potatoes; ≥4 servings/day for men and ≥3 servings/day for women, (3) whole grains defined as ≥67% whole grain; ≥4.7 servings/day for men and ≥4 servings/day for women, (4) dairy; ≥2 servings/day for men and women, (5) nuts, seeds, and legumes; ≥4 servings/week for men and ≥3 servings/week for women, (6) meat or meat equivalents; <6 oz (170 g)/day for men and women, (7) added sugar intake ≤3% of total energy intake, (8) saturated fat intake ≤5% of total energy intake, and (9) alcoholic drinks; ≤2 drinks/day for men or ≤1 drink/day for women.","[{""entity_group"": ""methodology"", ""word"": ""dietary guidelines"", ""start"": 78, ""end"": 96, ""score"": 0.9992801547050476}]",IAO:0000633 materials section; IAO:0000317 methods section
PMC6266045_v1,"For both studies, composition of participants’ unrestricted eating patterns did not differ between baseline 1 and baseline 2, supporting that they resumed their usual self-selected eating patterns during the washout period.","[{""entity_group"": ""methodology"", ""word"": ""washout period"", ""start"": 208, ""end"": 222, ""score"": 0.9988848567008972}]",IAO:0000318 results section
PMC6266045_v1,"Blood pressure improvements during the DASH and MED HEP interventions (up to −6 and −4 mm Hg for systolic and diastolic blood pressure, respectively) were comparable to the original randomized 8-week DASH [12] and 3-month MED [27] Pattern controlled trials.","[{""entity_group"": ""methodology"", ""word"": ""controlled trials"", ""start"": 239, ""end"": 256, ""score"": 0.9996185302734375}]",IAO:0000319 discussion section
PMC6266045_v1,Previous research shows that self-reported adherence to prescribed eating patterns drops ~10% each month with participants being <40% adherent after 6 months of a dietary intervention [31].,"[{""entity_group"": ""methodology"", ""word"": ""dietary intervention"", ""start"": 163, ""end"": 183, ""score"": 0.9978346824645996}]",IAO:0000319 discussion section
PMC6266045_v1,Interventional studies are needed to assess whether 3+ repeated cycles of HEP cycling further inhibit improvements in LDL concentrations as well as long-term consequences of repeated HEP cycles on CVD onset and related events.,"[{""entity_group"": ""methodology"", ""word"": ""interventional studies"", ""start"": 0, ""end"": 22, ""score"": 0.9897997975349426}]",IAO:0000319 discussion section
PMC6266045_v1,"During the washout period, participants regained about half of the body mass initially lost, resulting in a lower value at baseline 2 than baseline 1.","[{""entity_group"": ""methodology"", ""word"": ""washout period"", ""start"": 11, ""end"": 25, ""score"": 0.999436616897583}]",IAO:0000319 discussion section
PMC6266045_v1,"Data for this secondary analysis were pooled from two randomized crossover controlled feeding trials [20,21] in which each participant consumed prescribed HEPs during two separate intervention periods.","[{""entity_group"": ""methodology"", ""word"": ""intervention periods"", ""start"": 180, ""end"": 200, ""score"": 0.9783397912979126}]",IAO:0000319 discussion section
PMC6316025_v1,The aim of this study was to assess in vivo the impact of different drinking patterns on reverse cholesterol transport (RCT); the atheroprotective process leading to the removal of excess cholesterol from the body.,"[{""entity_group"": ""methodology"", ""word"": ""in vivo"", ""start"": 36, ""end"": 43, ""score"": 0.9992237091064453}, {""entity_group"": ""methodology"", ""word"": ""r"", ""start"": 120, ""end"": 121, ""score"": 0.9989173412322998}]",IAO:0000315 textual abstract section
PMC6316025_v1,"RCT was measured with a standardized, radioisotope-based technique in three groups of atherosclerosis-prone apolipoprotein E knock out mice: Placebo group, receiving water, which would mimic the abstainers; moderate group, receiving 0.8 g/kg alcohol/day for 28 days, which would mimic a moderate intake; binge group, receiving 0.8 g/kg alcohol/day for 5 days/week, followed by the administration of 2.8 g/kg alcohol/day for 2 days/week, which would mimic a heavy intake in a short period.","[{""entity_group"": ""methodology"", ""word"": ""r"", ""start"": 0, ""end"": 1, ""score"": 0.9985722303390503}, {""entity_group"": ""methodology"", ""word"": ""placebo group"", ""start"": 141, ""end"": 154, ""score"": 0.9994800686836243}]",IAO:0000315 textual abstract section
PMC6316025_v1,"placebo), and a significantly reduced elimination of fecal cholesterol.","[{""entity_group"": ""methodology"", ""word"": ""placebo"", ""start"": 0, ""end"": 7, ""score"": 0.9517154693603516}]",IAO:0000315 textual abstract section
PMC6316025_v1,"The moderate consumption did not lead to any changes in circulating lipids, but slightly improved cholesterol mobilization along the RCT pathway.","[{""entity_group"": ""methodology"", ""word"": ""r"", ""start"": 133, ""end"": 134, ""score"": 0.9936947226524353}]",IAO:0000315 textual abstract section
PMC6316025_v1,"Thirty, 12 week-old male C57BL/6 (Envigo) and 29, 10 week old apo E−/−(B6.129P2-apoE tm1Unc/Crl) mice (Charles River), were housed in a controlled environment and received a standard chow diet (Mucedola), water ad libitum.","[{""entity_group"": ""methodology"", ""word"": ""controlled environment"", ""start"": 136, ""end"": 158, ""score"": 0.9998586177825928}]",IAO:0000633 materials section; IAO:0000317 methods section
PMC6316025_v1,"Apo E−/− mice were divided into three groups: (1) Placebo (n = 9) receiving water for 28 days; (2) moderate (n = 10) receiving 0.8 g/kg alcohol/day for 28 days; and (3) binge (n = 10) receiving 0.8 g/kg alcohol/day for 5 days/week, followed by the administration of 2.8 g/kg alcohol/day for 2 days/week.","[{""entity_group"": ""methodology"", ""word"": ""placebo"", ""start"": 50, ""end"": 57, ""score"": 0.9996801614761353}]",IAO:0000633 materials section; IAO:0000317 methods section
PMC6316025_v1,"In order to reach the same caloric intake from the treatment in all mice (0.49 kcal/mice/day), a supplementation of water and cornstarch was provided to the placebo and moderate groups.","[{""entity_group"": ""methodology"", ""word"": ""placebo"", ""start"": 157, ""end"": 164, ""score"": 0.9997062087059021}]",IAO:0000633 materials section; IAO:0000317 methods section
PMC6316025_v1,Cornstarch and alcohol were dissolved in water and administrated by oral gavage.,"[{""entity_group"": ""methodology"", ""word"": ""gavage"", ""start"": 73, ""end"": 79, ""score"": 0.9138431549072266}]",IAO:0000633 materials section; IAO:0000317 methods section
PMC6316025_v1,The study was performed with the approval of the ethical Committee for Animal Experiments of the University of Parma.,"[{""entity_group"": ""methodology"", ""word"": ""animal experiments"", ""start"": 71, ""end"": 89, ""score"": 0.999798595905304}]",IAO:0000633 materials section; IAO:0000317 methods section
PMC6316025_v1,"Macrophage RCT in vivo was evaluated through a standardised radiolabelled technique, in which macrophage-derived cholesterol is monitored along the RCT pathways [17,18].","[{""entity_group"": ""methodology"", ""word"": ""rct in vivo"", ""start"": 11, ""end"": 22, ""score"": 0.9875168800354004}, {""entity_group"": ""methodology"", ""word"": ""r"", ""start"": 148, ""end"": 149, ""score"": 0.9996079802513123}]",IAO:0000633 materials section; IAO:0000317 methods section
PMC6316025_v1,"MPM were used as a cell model, in order to follow the conditions of in vivo RCT.","[{""entity_group"": ""methodology"", ""word"": ""in vivo r"", ""start"": 68, ""end"": 77, ""score"": 0.8790553212165833}]",IAO:0000633 materials section; IAO:0000317 methods section
PMC6316025_v1,"The comparisons between placebo, moderate, and binge groups were analyzed by one-way ANOVA, followed by Tukey’s multiple comparison test between groups.","[{""entity_group"": ""methodology"", ""word"": ""placebo"", ""start"": 24, ""end"": 31, ""score"": 0.9992067813873291}]",IAO:0000633 materials section; IAO:0000317 methods section
PMC6316025_v1,Animals receiving moderate and binge alcohol displayed no significant changes in body weight from baseline to the end of treatment in comparison to control animals (Table 1).,"[{""entity_group"": ""methodology"", ""word"": ""control animals"", ""start"": 148, ""end"": 163, ""score"": 0.9995055794715881}]",IAO:0000318 results section
PMC6316025_v1,"In detail, plasma total cholesterol significantly increased in mice receiving binge as compared to placebo (+45%), and moderate (+56%) groups.","[{""entity_group"": ""methodology"", ""word"": ""placebo"", ""start"": 99, ""end"": 106, ""score"": 0.9977788925170898}]",IAO:0000318 results section
PMC6316025_v1,"Mice receiving binge alcohol also showed higher levels of HDL-c compared to placebo (+98%), and moderate (+136%) groups.","[{""entity_group"": ""methodology"", ""word"": ""placebo"", ""start"": 76, ""end"": 83, ""score"": 0.9991079568862915}]",IAO:0000318 results section
PMC6316025_v1,"Interestingly, binge alcohol consumption also significantly increased non-HDL plasma cholesterol in comparison with placebo (+44%), and moderate (+54%) groups.","[{""entity_group"": ""methodology"", ""word"": ""placebo"", ""start"": 116, ""end"": 123, ""score"": 0.9957007169723511}]",IAO:0000318 results section
PMC6316025_v1,"Moderate and binge groups showed a tendency to higher triglycerides plasma levels compared to the placebo group, even though no statistically significant differences were reached (Table 1).","[{""entity_group"": ""methodology"", ""word"": ""placebo group"", ""start"": 98, ""end"": 111, ""score"": 0.9993721842765808}]",IAO:0000318 results section
PMC6316025_v1,"The impact of alcohol on the distribution of 3H-cholesterol along the RCT pathway was evaluated by measuring radioactivity content in plasma, liver, and feces.","[{""entity_group"": ""methodology"", ""word"": ""r"", ""start"": 70, ""end"": 71, ""score"": 0.9730305075645447}]",IAO:0000318 results section
PMC6316025_v1,"The amount of radioactivity in the liver was significantly higher in the moderate and binge groups compared to placebo (p < 0.001 and p < 0.01 respectively; Figure 1B), whereas the binge group excreted significantly less 3H-cholesterol at 48 h compared to the placebo (p < 0.05; Figure 1C).","[{""entity_group"": ""methodology"", ""word"": ""placebo"", ""start"": 111, ""end"": 118, ""score"": 0.9996672868728638}, {""entity_group"": ""methodology"", ""word"": ""placebo"", ""start"": 260, ""end"": 267, ""score"": 0.9998682737350464}]",IAO:0000318 results section
PMC6316025_v1,"Overall, the removal of radioactivity from macrophages along the RCT pathway was higher, despite not statistically significant, in animals treated with a moderate dose of alcohol (Figure 1D), suggesting a slight promotion of the process.","[{""entity_group"": ""methodology"", ""word"": ""r"", ""start"": 65, ""end"": 66, ""score"": 0.9820797443389893}]",IAO:0000318 results section
PMC6316025_v1,"To assess whether the increased radioactivity in the liver was caused by a promotion of the first step of RCT, cholesterol efflux from macrophages, we followed two different approaches.","[{""entity_group"": ""methodology"", ""word"": ""rct"", ""start"": 106, ""end"": 109, ""score"": 0.854793906211853}]",IAO:0000318 results section
PMC6316025_v1,"For this purpose, we incubated cholesterol-loaded macrophages with the plasma of mice consuming placebo, moderate, or binge alcohol.","[{""entity_group"": ""methodology"", ""word"": ""placebo"", ""start"": 96, ""end"": 103, ""score"": 0.9989612698554993}]",IAO:0000318 results section
PMC6316025_v1,"As shown in Figure 5, Scarb1 gene expression was higher in the binge group compared to placebo (p < 0.05), whereas no difference was observed between moderate and placebo groups.","[{""entity_group"": ""methodology"", ""word"": ""placebo"", ""start"": 87, ""end"": 94, ""score"": 0.9135279059410095}]",IAO:0000318 results section
PMC6316025_v1,"None of these techniques showed statistically significant differences in hepatic SR-BI protein expression, although a tendency to increased expression was observed both in moderate and binge groups compared to placebo (Figure 6).","[{""entity_group"": ""methodology"", ""word"": ""placebo"", ""start"": 210, ""end"": 217, ""score"": 0.9997639656066895}]",IAO:0000318 results section
PMC6316025_v1,In the present paper we described the impact of different drinking patterns on the atheroprotective process of RCT in atherogenic prone ApoE knock out mice.,"[{""entity_group"": ""methodology"", ""word"": ""rct"", ""start"": 111, ""end"": 114, ""score"": 0.781708836555481}]",IAO:0000319 discussion section
PMC6316025_v1,"Although these animals exhibited higher plasma cholesterol levels and spontaneous development of atherosclerotic lesions, the absence of systemic ApoE did not influence the efficiency of macrophages RCT [19].","[{""entity_group"": ""methodology"", ""word"": ""r"", ""start"": 199, ""end"": 200, ""score"": 0.9987457990646362}]",IAO:0000319 discussion section
PMC6316025_v1,"Since our focus was to unravel alcohol effect on the efficiency of macrophage RCT rather than on the development of atheroma lesion, animals were fed a standard chow diet.","[{""entity_group"": ""methodology"", ""word"": ""r"", ""start"": 78, ""end"": 79, ""score"": 0.9989952445030212}]",IAO:0000319 discussion section
PMC6316025_v1,"Under experimental conditions, the impact of alcohol consumption on the extent of macrophage RCT was modest.","[{""entity_group"": ""methodology"", ""word"": ""r"", ""start"": 93, ""end"": 94, ""score"": 0.970770001411438}]",IAO:0000319 discussion section
PMC6316025_v1,"To address the first question, we tested: (i) The capacity of alcohol and its primary metabolite acetaldehyde to directly affect cell cholesterol release; and (ii) the capacity of plasma from mice treated with placebo, moderate, or binge alcohol to promote cell cholesterol efflux.","[{""entity_group"": ""methodology"", ""word"": ""placebo"", ""start"": 210, ""end"": 217, ""score"": 0.9982442855834961}]",IAO:0000319 discussion section
PMC6316025_v1,"In fact, it is well known that cholesterol efflux from macrophages in vivo is influenced by (i) the capacity of cells to release cholesterol to extracellular acceptors, and (ii) the capacity of circulating lipoproteins to capture cholesterol from cells [22].","[{""entity_group"": ""methodology"", ""word"": ""in vivo"", ""start"": 67, ""end"": 74, ""score"": 0.810390055179596}]",IAO:0000319 discussion section
PMC6316025_v1,"Consistent with a recently published report [31], we observed that alcohol intake increased SR-BI gene expression compared to placebo.","[{""entity_group"": ""methodology"", ""word"": ""placebo"", ""start"": 126, ""end"": 133, ""score"": 0.9993988871574402}]",IAO:0000319 discussion section
PMC6316025_v1,"In particular, moderate consumption was related to the highest expression of SR-BI protein, an observation that was fully consistent with the trend of RCT.","[{""entity_group"": ""methodology"", ""word"": ""rct"", ""start"": 151, ""end"": 154, ""score"": 0.8461315631866455}]",IAO:0000319 discussion section
PMC6316025_v1,"In conclusion, in this study moderate alcohol consumption in mice was associated with little impact on macrophage RCT, and no effect on lipoprotein profile.","[{""entity_group"": ""methodology"", ""word"": ""r"", ""start"": 114, ""end"": 115, ""score"": 0.9939403533935547}]",IAO:0000615 conclusion section
PMC6318244_v1,Reduction of Excessive Visceral Fat and Safety with 52-Week Administration of Lipase Inhibitor Orlistat in Japanese: Long-Term Clinical Study,"[{""entity_group"": ""methodology"", ""word"": ""long - term clinical study"", ""start"": 117, ""end"": 141, ""score"": 0.9988166093826294}]",IAO:0000305 document title
PMC6318244_v1,"Major exclusion criteria were the presence of secondary obesity; BMI ≤ 22.0 kg/m2 (optimal BMI in Japan is defined as 22.0 kg/m2 [16]); BMI ≥ 35.0 kg/m2; judged necessary to treat with cyclosporine, warfarin, amiodarone, or other drugs capable of interfering with orlistat’s effects during the study period; and presence of or a history of malabsorption syndrome, pancreatitis, cholestasis, cholecystitis, gallstones, kidney stones, or hyperoxaluria.","[{""entity_group"": ""methodology"", ""word"": ""exclusion criteria"", ""start"": 6, ""end"": 24, ""score"": 0.9999452829360962}]",IAO:0000317 methods section
PMC6318244_v1,"This was an open-label, uncontrolled study to mainly evaluate the safety of 52-week administration of orlistat based on “The Extent of Population Exposure to Assess Clinical Safety for Drugs Intended for Long-Term Treatment of Non-Life-Threatening Conditions” [International Council for Harmonisation of Technical Requirements for Pharmaceuticals for Human Use—Efficacy 1 (ICH-E1) guidelines] [17], which requires 100 participants for 1-year administration.","[{""entity_group"": ""methodology"", ""word"": ""uncontrolled study"", ""start"": 24, ""end"": 42, ""score"": 0.9994024038314819}, {""entity_group"": ""methodology"", ""word"": ""guidelines"", ""start"": 381, ""end"": 391, ""score"": 0.9996688365936279}]",IAO:0000317 methods section
PMC6318244_v1,The measurement of waist circumference was performed according to the guidelines published by the Japan Society for the Study of Obesity [2].,"[{""entity_group"": ""methodology"", ""word"": ""guidelines"", ""start"": 70, ""end"": 80, ""score"": 0.9971153736114502}]",IAO:0000317 methods section
PMC6318244_v1,The imaging was performed according to the guidelines published by the Japan Society for the Study of Obesity [2].,"[{""entity_group"": ""methodology"", ""word"": ""guidelines"", ""start"": 43, ""end"": 53, ""score"": 0.9896125197410583}]",IAO:0000317 methods section
PMC6318244_v1,"It was implemented in accordance with Good Clinical Practice guidelines and the ethical principles of the Helsinki Declaration of 1964, as revised in 2013, concerning human and animal rights.","[{""entity_group"": ""methodology"", ""word"": ""good clinical practice guidelines"", ""start"": 38, ""end"": 71, ""score"": 0.9995718598365784}]",IAO:0000317 methods section
PMC6318244_v1,Significant body weight reductions have been demonstrated in clinical studies for lorcaserin (in obese patients with BMI 30–45 kg/m2 or those with BMI ≥ 27 kg/m2 with hypertension and/or dyslipidemia) [19]  and the combination of bupropion and naltrexone (in obese patients with BMI ≥ 30 kg/m2 or those with BMI ≥ 27 kg/m2 with hypertension and/or dyslipidemia) [20].,"[{""entity_group"": ""methodology"", ""word"": ""clinical studies"", ""start"": 61, ""end"": 77, ""score"": 0.9999005794525146}]",IAO:0000319 discussion section
PMC6318244_v1,"Furthermore, the frequency of headache, nausea, and dizziness was higher in the lorcaserin group compared with placebo; the combination of bupropion and naltrexone caused nausea, headache, constipation, dizziness, and dry mouth [21].","[{""entity_group"": ""methodology"", ""word"": ""placebo"", ""start"": 111, ""end"": 118, ""score"": 0.9941761493682861}]",IAO:0000319 discussion section
PMC6318244_v1,"In a meta-analysis by Tian Hu et al., participants receiving a low-carbohydrate diet showed a greater increase in HDL cholesterol and a reduction in triglycerides compared with those receiving a low-fat diet, but experienced less reduction in total cholesterol and LDL cholesterol compared with those receiving a low-fat diet [22].","[{""entity_group"": ""methodology"", ""word"": ""meta - analysis"", ""start"": 5, ""end"": 18, ""score"": 0.9998909831047058}]",IAO:0000319 discussion section
PMC6318244_v1,The open-label design and lack of a control group are limitations of this study and may have contributed to observational bias of the investigators and high expectations of participants.,"[{""entity_group"": ""methodology"", ""word"": ""control group"", ""start"": 36, ""end"": 49, ""score"": 0.9998464584350586}]",IAO:0000319 discussion section
